presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
NSA	SPA_NW_001451_20150603_F00100044:249-251	m.05htt	ORG
NSA	SPA_NW_001451_20150603_F00100044:550-552	m.05htt	ORG
NSA	SPA_NW_001465_20150602_F0010004P:958-960	m.05htt	ORG
WikiLeaks	SPA_NW_001460_20150624_F0010004M:367-375	m.027m_21	ORG
WikiLeaks	SPA_NW_001460_20150624_F0010004M:581-589	m.027m_21	ORG
WikiLeaks	SPA_NW_001460_20150624_F0010004M:1106-1114	m.027m_21	ORG
WikiLeaks	SPA_NW_001451_20150625_F00100045:235-243	m.027m_21	ORG
WikiLeaks	SPA_NW_001451_20150625_F00100045:522-530	m.027m_21	ORG
WikiLeaks	SPA_NW_001451_20150625_F00100045:1810-1818	m.027m_21	ORG
FIFA	SPA_DF_000404_20141114_F001000B0:130-133	m.02zm3	ORG
FIFA	SPA_DF_000404_20141114_F001000B0:311-314	m.02zm3	ORG
FIFA	SPA_DF_000404_20141114_F001000B0:476-479	m.02zm3	ORG
FIFA	SPA_DF_000404_20141114_F001000B0:614-617	m.02zm3	ORG
FIFA	SPA_DF_000404_20141114_F001000B0:675-678	m.02zm3	ORG
fifa	SPA_DF_000404_20141114_F001000B0:865-868	m.02zm3	ORG
fifa	SPA_DF_000404_20141114_F001000B0:1163-1166	m.02zm3	ORG
fifa	SPA_DF_000404_20141114_F001000B0:1197-1200	m.02zm3	ORG
fifa	SPA_DF_000404_20141114_F001000B0:1394-1397	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:131-134	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:260-263	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:825-828	m.02zm3	ORG
fifa	SPA_DF_001258_20150622_F001000BR:983-986	m.02zm3	ORG
fifa	SPA_DF_001258_20150622_F001000BR:1230-1233	m.02zm3	ORG
fifa	SPA_DF_001258_20150622_F001000BR:1357-1360	m.02zm3	ORG
fifa	SPA_DF_001258_20150622_F001000BR:1440-1443	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:2004-2007	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:2355-2358	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:2578-2581	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:2862-2865	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:3095-3098	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:3375-3378	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:3598-3601	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:3882-3885	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:4116-4119	m.02zm3	ORG
fifa	SPA_DF_001258_20150622_F001000BR:4288-4291	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:4887-4890	m.02zm3	ORG
FIFA	SPA_DF_001258_20150622_F001000BR:4945-4948	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:271-274	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:592-595	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:821-824	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:897-900	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:1094-1097	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:1237-1240	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:1686-1689	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:1941-1944	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:2054-2057	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:2531-2534	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:2772-2775	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:3120-3123	m.02zm3	ORG
FIFA	SPA_NW_001078_20150602_F00100039:3568-3571	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:108-111	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:1761-1764	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:2055-2058	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:2355-2358	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:4173-4176	m.02zm3	ORG
Fifa	SPA_DF_000386_20150527_F0010007L:4377-4380	m.02zm3	ORG
Fifa	SPA_DF_000386_20150527_F0010007L:4566-4569	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:4610-4613	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:4964-4967	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:5071-5074	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:5425-5428	m.02zm3	ORG
fifa	SPA_DF_000386_20150527_F0010007L:5558-5561	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:5872-5875	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:6226-6229	m.02zm3	ORG
fifa	SPA_DF_000386_20150527_F0010007L:6619-6622	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:6900-6903	m.02zm3	ORG
FIFA	SPA_DF_000386_20150527_F0010007L:8687-8690	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:107-110	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:292-295	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:475-478	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:802-805	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:2412-2415	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:3617-3620	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:4446-4449	m.02zm3	ORG
FIFA	SPA_DF_000386_20150528_F0010007Q:6181-6184	m.02zm3	ORG
fifa	SPA_DF_000386_20150528_F0010007Q:8164-8167	m.02zm3	ORG
fifa	SPA_DF_000386_20150528_F0010007Q:8266-8269	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:256-259	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:655-658	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:664-667	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:858-861	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:1171-1174	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:1282-1285	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:1607-1610	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:2992-2995	m.02zm3	ORG
FIFA	SPA_DF_001258_20150602_F001000BQ:3212-3215	m.02zm3	ORG
FIFA	SPA_DF_000386_20150602_F0010007X:133-136	m.02zm3	ORG
FIFA	SPA_DF_000386_20150602_F0010007X:576-579	m.02zm3	ORG
Fifa	SPA_DF_000386_20150602_F0010007X:748-751	m.02zm3	ORG
Fifa	SPA_DF_000386_20150602_F0010007X:891-894	m.02zm3	ORG
Fifa	SPA_DF_000386_20150602_F0010007X:1047-1050	m.02zm3	ORG
FIFA	SPA_DF_000386_20150602_F0010007X:1432-1435	m.02zm3	ORG
FIFA	SPA_DF_000386_20150602_F0010007X:3613-3616	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:258-261	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:700-703	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:964-967	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:1397-1400	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:2668-2671	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:3148-3151	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:4268-4271	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:5030-5033	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:5703-5706	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:5943-5946	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:6011-6014	m.02zm3	ORG
FIFA	SPA_NW_001078_20150528_F0010003A:6345-6348	m.02zm3	ORG
FIFA	SPA_DF_001258_20150607_F001000CI:110-113	m.02zm3	ORG
FIFA	SPA_DF_001258_20150607_F001000CI:449-452	m.02zm3	ORG
FIFA	SPA_DF_001258_20150607_F001000CI:618-621	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:387-390	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:597-600	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:2005-2008	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:2339-2342	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:2556-2559	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:3010-3013	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:3978-3981	m.02zm3	ORG
FIFA	SPA_NW_001376_20150603_F00100038:4063-4066	m.02zm3	ORG
Camerún	SPA_NW_001363_20150804_F0010002K:350-356	m.01nln	GPE
Camerún	SPA_NW_001363_20150804_F0010002K:638-644	m.01nln	GPE
Camerún	SPA_NW_001363_20150804_F0010002K:1018-1024	m.01nln	GPE
Camerún	SPA_NW_001363_20150804_F0010002K:1353-1359	m.01nln	GPE
Camerún	SPA_NW_001363_20150804_F0010002K:1427-1433	m.01nln	GPE
Camerún	SPA_NW_001363_20150801_F0010002L:275-281	m.01nln	GPE
Camerún	SPA_NW_001363_20150801_F0010002L:1174-1180	m.01nln	GPE
Camerún	SPA_NW_001365_20141018_F0010002P:2201-2207	m.01nln	GPE
Camerún	SPA_NW_001365_20141018_F0010002P:2322-2328	m.01nln	GPE
marine	SPA_DF_000404_20150427_F001000C0:3021-3026	m.01skqzw	ORG
marine	SPA_DF_000404_20150427_F001000C0:5757-5762	m.01skqzw	ORG
COLOMBO	SPA_DF_001258_20150727_F001000BA:2177-2183	m.0fn7r	GPE
Virginia	SPA_NW_001457_20150623_F0010004D:1566-1573	m.07z1m	GPE
Virginia	SPA_DF_000386_20150710_F0010007V:6511-6518	m.07z1m	GPE
Virginia	SPA_DF_000386_20150710_F0010007V:7383-7390	m.07z1m	GPE
Virginia	SPA_DF_000386_20150428_F0010007O:538-545	m.07z1m	GPE
francesa	SPA_DF_000404_20150109_F001000C4:212-219	m.0f8l9c	GPE
francesa	SPA_DF_000404_20150109_F001000C4:532-539	m.0f8l9c	GPE
francesa	SPA_DF_000404_20150109_F001000C4:623-630	m.0f8l9c	GPE
francesa	SPA_DF_000404_20150109_F001000C4:1708-1715	m.0f8l9c	GPE
francesa	SPA_DF_000404_20150109_F001000C4:2704-2711	m.0f8l9c	GPE
francesa	SPA_DF_000404_20150109_F001000C4:3454-3461	m.0f8l9c	GPE
francesa	SPA_NW_001367_20150529_F0010002R:350-357	m.0f8l9c	GPE
francesa	SPA_NW_001367_20150529_F0010002R:546-553	m.0f8l9c	GPE
francesa	SPA_NW_001367_20150529_F0010002R:1140-1147	m.0f8l9c	GPE
francesa	SPA_NW_001367_20150529_F0010002R:1512-1519	m.0f8l9c	GPE
francesa	SPA_NW_001366_20150131_F0010002S:604-611	m.0f8l9c	GPE
francesa	SPA_NW_001366_20150131_F0010002S:1425-1432	m.0f8l9c	GPE
Francesa	SPA_NW_001450_20150626_F00100041:706-713	m.0f8l9c	GPE
francesa	SPA_NW_001370_20150109_F0010002X:686-693	m.0f8l9c	GPE
Francesa	SPA_NW_001369_20150110_F0010002W:1274-1281	m.0f8l9c	GPE
Francesa	SPA_NW_001451_20150625_F00100045:573-580	m.0f8l9c	GPE
Francesa	SPA_NW_001451_20150625_F00100045:1866-1873	m.0f8l9c	GPE
francesa	SPA_NW_001368_20150108_F0010002T:2993-3000	m.0f8l9c	GPE
francesa	SPA_NW_001368_20150108_F0010002T:4914-4921	m.0f8l9c	GPE
francesa	SPA_NW_001368_20150108_F0010002T:7214-7221	m.0f8l9c	GPE
francesa	SPA_DF_001258_20150112_F001000BE:590-597	m.0f8l9c	GPE
francesa	SPA_NW_001113_20150626_F00100043:2724-2731	m.0f8l9c	GPE
rusa	SPA_DF_000404_20141114_F001000B0:2010-2013	m.06bnz	GPE
Madrid	SPA_DF_001258_20150602_F001000BQ:201-206	m.056_y	GPE
Madrid	SPA_NW_001442_20150420_F0010003E:5447-5452	m.056_y	GPE
armada	SPA_DF_001258_20150626_F001000CD:128-133	m.07wg3	ORG
armada	SPA_DF_001258_20150626_F001000CD:269-274	m.07wg3	ORG
armada	SPA_NW_001365_20141018_F0010002P:1875-1880	m.07wg3	ORG
armada	SPA_DF_000386_20150710_F0010007V:2728-2733	m.07wg3	ORG
armada	SPA_DF_000386_20150710_F0010007V:2905-2910	m.07wg3	ORG
Chile	SPA_NW_001459_20150622_F0010004I:1341-1345	m.01p1v	GPE
Chile	SPA_DF_001258_20150425_F001000BH:2155-2159	m.01p1v	GPE
Chile	SPA_NW_001457_20150620_F0010004K:2329-2333	m.01p1v	GPE
Chile	SPA_DF_001258_20150425_F001000B2:1956-1960	m.01p1v	GPE
Chile	SPA_NW_001451_20150625_F00100045:3164-3168	m.01p1v	GPE
Chile	SPA_DF_000386_20150528_F0010007Q:6488-6492	m.01p1v	GPE
FSB	SPA_DF_001251_20141001_F00100080:3574-3576	m.0225tg	ORG
estadounidense	SPA_NW_001454_20150621_F0010004G:1299-1312	m.09c7w0	GPE
estadounidense	SPA_NW_001454_20150621_F0010004G:1658-1671	m.09c7w0	GPE
estadounidense	SPA_NW_001461_20140602_F0010004O:600-613	m.09c7w0	GPE
estadounidense	SPA_NW_001461_20140602_F0010004O:2097-2110	m.09c7w0	GPE
estadounidense	SPA_NW_001460_20150624_F0010004M:916-929	m.09c7w0	GPE
estadounidense	SPA_NW_001460_20150624_F0010004M:1412-1425	m.09c7w0	GPE
estadounidense	SPA_NW_001460_20150624_F0010004M:1757-1770	m.09c7w0	GPE
estadounidense	SPA_NW_001461_20150630_F0010004N:428-441	m.09c7w0	GPE
estadounidense	SPA_NW_001461_20150630_F0010004N:1335-1348	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:1902-1915	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:3650-3663	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:4719-4732	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:4865-4878	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:5828-5841	m.09c7w0	GPE
estadounidense	SPA_NW_001078_20150528_F0010003A:5969-5982	m.09c7w0	GPE
estadounidense	SPA_DF_000404_20140614_F001000BW:1963-1976	m.09c7w0	GPE
estadounidense	SPA_NW_001446_20150426_F0010003S:2046-2059	m.09c7w0	GPE
estadounidense	SPA_NW_001454_20150719_F00100049:1090-1103	m.09c7w0	GPE
estadounidense	SPA_NW_001075_20150615_F0010003L:1724-1737	m.09c7w0	GPE
estadounidense	SPA_NW_001458_20150620_F0010004E:652-665	m.09c7w0	GPE
iglesia	SPA_DF_000404_20150618_F001000AU:124-130	m.02vxy_	ORG
Iglesia	SPA_NW_001455_20150622_F0010004H:254-260	m.02vxy_	ORG
iglesia	SPA_NW_001455_20150622_F0010004H:545-551	m.02vxy_	ORG
iglesia	SPA_NW_001455_20150622_F0010004H:906-912	m.02vxy_	ORG
iglesia	SPA_NW_001455_20150622_F0010004H:1388-1394	m.02vxy_	ORG
iglesia	SPA_NW_001455_20150622_F0010004H:3348-3354	m.02vxy_	ORG
iglesia	SPA_NW_001453_20150623_F00100047:675-681	m.02vxy_	ORG
iglesia	SPA_NW_001456_20150707_F0010004B:707-713	m.02vxy_	ORG
iglesia	SPA_NW_001454_20150621_F0010004G:1060-1066	m.02vxy_	ORG
iglesia	SPA_NW_001454_20150719_F00100049:2347-2353	m.02vxy_	ORG
iglesia	SPA_NW_001457_20150620_F0010004K:627-633	m.02vxy_	ORG
iglesia	SPA_NW_001457_20150620_F0010004K:834-840	m.02vxy_	ORG
iglesia	SPA_NW_001458_20150620_F0010004F:505-511	m.02vxy_	ORG
si	SPA_DF_000386_20150107_F0010007W:610-611	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:967-968	m.027x630	ORG
Si	SPA_DF_000386_20150107_F0010007W:1034-1035	m.027x630	ORG
Si	SPA_DF_000386_20150107_F0010007W:1551-1552	m.027x630	ORG
Si	SPA_DF_000386_20150107_F0010007W:1946-1947	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2140-2141	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2177-2178	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2203-2204	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2508-2509	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2920-2921	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2957-2958	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:2983-2984	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:3288-3289	m.027x630	ORG
si	SPA_DF_000386_20150107_F0010007W:4459-4460	m.027x630	ORG
Si	SPA_DF_000386_20150107_F0010007W:5124-5125	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:233-234	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:621-622	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:1835-1836	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:1932-1933	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:2215-2216	m.027x630	ORG
Si	SPA_DF_001258_20150704_F001000BI:3864-3865	m.027x630	ORG
si	SPA_DF_001258_20150704_F001000BI:3885-3886	m.027x630	ORG
SI	SPA_DF_000404_20141114_F001000B0:499-500	m.027x630	ORG
si	SPA_DF_000404_20141114_F001000B0:1142-1143	m.027x630	ORG
si	SPA_DF_000404_20141114_F001000B0:1798-1799	m.027x630	ORG
si	SPA_DF_000404_20141114_F001000B0:2481-2482	m.027x630	ORG
Si	SPA_DF_000386_20150527_F0010007L:1520-1521	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:1682-1683	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:4094-4095	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:4794-4795	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:5255-5256	m.027x630	ORG
Si	SPA_DF_000386_20150527_F0010007L:5516-5517	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:5703-5704	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:5738-5739	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:6056-6057	m.027x630	ORG
Si	SPA_DF_000386_20150527_F0010007L:6577-6578	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:6764-6765	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:6799-6800	m.027x630	ORG
si	SPA_DF_000386_20150527_F0010007L:7095-7096	m.027x630	ORG
Si	SPA_DF_000386_20150527_F0010007L:8057-8058	m.027x630	ORG
Si	SPA_DF_000386_20150527_F0010007L:8901-8902	m.027x630	ORG
si	SPA_DF_001258_20150607_F001000CI:454-455	m.027x630	ORG
si	SPA_DF_001258_20150607_F001000CI:886-887	m.027x630	ORG
si	SPA_DF_001258_20150607_F001000CI:911-912	m.027x630	ORG
Si	SPA_DF_001258_20150607_F001000CI:2018-2019	m.027x630	ORG
si	SPA_NW_001458_20150620_F0010004F:420-421	m.027x630	ORG
si	SPA_NW_001458_20150620_F0010004F:770-771	m.027x630	ORG
si	SPA_NW_001458_20150620_F0010004F:857-858	m.027x630	ORG
si	SPA_NW_001458_20150620_F0010004F:1289-1290	m.027x630	ORG
Si	SPA_DF_001258_20150501_F001000CH:532-533	m.027x630	ORG
si	SPA_DF_001258_20150501_F001000CH:557-558	m.027x630	ORG
Si	SPA_DF_001258_20150501_F001000CH:737-738	m.027x630	ORG
si	SPA_DF_001258_20150501_F001000CH:762-763	m.027x630	ORG
si	SPA_DF_001258_20150501_F001000CH:2047-2048	m.027x630	ORG
si	SPA_DF_001258_20150501_F001000CH:2071-2072	m.027x630	ORG
SI	SPA_DF_001258_20150501_F001000CH:3284-3285	m.027x630	ORG
Si	SPA_DF_001258_20150615_F001000B5:419-420	m.027x630	ORG
si	SPA_DF_001258_20150615_F001000B5:597-598	m.027x630	ORG
si	SPA_DF_001258_20150615_F001000B5:912-913	m.027x630	ORG
Si	SPA_DF_001258_20150615_F001000B5:1716-1717	m.027x630	ORG
si	SPA_DF_001258_20150615_F001000B5:2478-2479	m.027x630	ORG
Si	SPA_DF_001258_20150615_F001000B5:2617-2618	m.027x630	ORG
si	SPA_DF_001258_20150615_F001000B5:4181-4182	m.027x630	ORG
si	SPA_DF_000404_20140614_F001000BW:888-889	m.027x630	ORG
si	SPA_DF_000404_20140614_F001000BW:1283-1284	m.027x630	ORG
si	SPA_DF_000404_20140614_F001000BW:1325-1326	m.027x630	ORG
si	SPA_DF_000386_20150717_F0010007T:106-107	m.027x630	ORG
si	SPA_DF_000386_20150717_F0010007T:283-284	m.027x630	ORG
si	SPA_DF_000386_20150717_F0010007T:1679-1680	m.027x630	ORG
Si	SPA_DF_000386_20150717_F0010007T:2529-2530	m.027x630	ORG
Si	SPA_DF_000386_20150717_F0010007T:3058-3059	m.027x630	ORG
si	SPA_DF_000386_20150717_F0010007T:4674-4675	m.027x630	ORG
Si	SPA_DF_000386_20150717_F0010007T:6195-6196	m.027x630	ORG
si	SPA_DF_000386_20150717_F0010007T:6452-6453	m.027x630	ORG
Islandia	SPA_DF_001502_20150711_F001000BV:8818-8825	m.03rj0	GPE
Islandia	SPA_DF_001502_20150711_F001000BV:12329-12336	m.03rj0	GPE
America	SPA_DF_001258_20150602_F001000BQ:1896-1902	m.09c7w0	GPE
nigeriana	SPA_NW_001363_20150804_F0010002K:571-579	m.05cgv	GPE
nigeriana	SPA_NW_001365_20141018_F0010002P:931-939	m.05cgv	GPE
nigeriana	SPA_NW_001365_20141018_F0010002P:2413-2421	m.05cgv	GPE
Chibok	SPA_NW_001365_20150324_F0010002O:1590-1595	m.0806x24	GPE
Chibok	SPA_NW_001365_20141018_F0010002P:1141-1146	m.0806x24	GPE
Abuya	SPA_NW_001364_20150328_F0010002N:3329-3333	m.0fnxw	GPE
Abuya	SPA_DF_001258_20150118_F001000BF:2841-2845	m.0fnxw	GPE
lagos	SPA_DF_001258_20150703_F001000B9:4574-4578	m.02y31x	GPE
Inglaterra	SPA_DF_000386_20150708_F0010007Z:8862-8871	m.07ssc	GPE
Inglaterra	SPA_DF_001502_20150711_F001000BV:5619-5628	m.07ssc	GPE
Inglaterra	SPA_DF_001502_20150711_F001000BV:7555-7564	m.07ssc	GPE
Georgia	SPA_NW_001456_20150707_F0010004B:1768-1774	m.0d0kn	GPE
Georgia	SPA_NW_001457_20150623_F0010004D:1540-1546	m.0d0kn	GPE
argentinas	SPA_NW_001078_20150528_F0010003A:639-648	m.0jgd	GPE
Ucrania	SPA_DF_001251_20140901_F001000BT:2086-2092	m.07t21	GPE
Ucrania	SPA_DF_001251_20140901_F001000BT:3942-3948	m.07t21	GPE
ISIS	SPA_DF_001258_20150107_F001000BD:717-720	m.027x630	ORG
Isis	SPA_DF_001258_20150107_F001000BD:1162-1165	m.027x630	ORG
Isis	SPA_DF_001258_20150107_F001000BD:3658-3661	m.027x630	ORG
Isis	SPA_DF_001258_20150107_F001000BD:3858-3861	m.027x630	ORG
Isis	SPA_DF_001258_20150107_F001000BD:4632-4635	m.027x630	ORG
ISIS	SPA_NW_001449_20150626_F0010003Y:542-545	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:1733-1736	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:2098-2101	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:3137-3140	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:3836-3839	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:4599-4602	m.027x630	ORG
ISIS	SPA_DF_001251_20150626_F00100082:7694-7697	m.027x630	ORG
ISIS	SPA_DF_000386_20150505_F0010007M:5267-5270	m.027x630	ORG
BRASIL	SPA_NW_001461_20140602_F0010004O:290-295	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:559-564	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:942-947	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:983-988	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:1061-1066	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:1570-1575	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:2010-2015	m.015fr	GPE
Brasil	SPA_NW_001461_20140602_F0010004O:2136-2141	m.015fr	GPE
Brasil	SPA_NW_001461_20150630_F0010004N:726-731	m.015fr	GPE
Brasil	SPA_NW_001461_20150630_F0010004N:1050-1055	m.015fr	GPE
Brasil	SPA_NW_001461_20150630_F0010004N:1633-1638	m.015fr	GPE
Brasil	SPA_NW_001461_20150630_F0010004N:3149-3154	m.015fr	GPE
Brasil	SPA_NW_001459_20150622_F0010004I:1360-1365	m.015fr	GPE
Brasil	SPA_NW_001122_20150724_F0010003B:1930-1935	m.015fr	GPE
Brasil	SPA_NW_001122_20150724_F0010003B:2015-2020	m.015fr	GPE
Brasil	SPA_NW_001457_20150620_F0010004K:2345-2350	m.015fr	GPE
Brasil	SPA_NW_001451_20150625_F00100045:3066-3071	m.015fr	GPE
Brasil	SPA_NW_001451_20150625_F00100045:3692-3697	m.015fr	GPE
Brasil	SPA_DF_000386_20150527_F0010007L:2440-2445	m.015fr	GPE
Brasil	SPA_DF_000386_20150527_F0010007L:2477-2482	m.015fr	GPE
Brasil	SPA_DF_000386_20150528_F0010007Q:5476-5481	m.015fr	GPE
Brasil	SPA_DF_000386_20150528_F0010007Q:7140-7145	m.015fr	GPE
Brasil	SPA_DF_000386_20150717_F0010007T:6500-6505	m.015fr	GPE
Brasil	SPA_DF_000386_20150717_F0010007T:6739-6744	m.015fr	GPE
Brasil	SPA_DF_001258_20140408_F001000C8:3064-3069	m.015fr	GPE
AR	SPA_DF_001258_20150711_F001000CG:2523-2524	m.0jgd	GPE
Américas	SPA_NW_001122_20150724_F0010003B:1994-2001	m.07c5l	LOC
Américas	SPA_NW_001078_20150602_F00100039:2385-2392	m.07c5l	LOC
Arkansas	SPA_NW_001457_20150623_F0010004D:1576-1583	m.0vbk	GPE
Arkansas	SPA_NW_001075_20150615_F0010003L:1479-1486	m.0vbk	GPE
Arkansas	SPA_NW_001453_20150624_F00100048:3397-3404	m.0vbk	GPE
Europe	SPA_NW_001113_20150626_F00100043:2734-2739	m.02j9z	LOC
Gobierno	SPA_NW_001451_20150603_F00100044:395-402	m.01bqks	ORG
Gobierno	SPA_NW_001451_20150603_F00100044:1070-1077	m.01bqks	ORG
Gobierno	SPA_NW_001451_20150603_F00100044:1701-1708	m.01bqks	ORG
