Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
Roof	ENG_NW_001382_20150619_F0010004V:1510-1513	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:1970-1973	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:1992-1995	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:2161-2164	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:2289-2292	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:2412-2415	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:3153-3156	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:3335-3338	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:3544-3547	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:3932-3935	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:3976-3979	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:4178-4181	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:4306-4309	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:4485-4488	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:4695-4698	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:4922-4925	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:5328-5331	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:6077-6080	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:6552-6555	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:6807-6810	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:7071-7074	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:7505-7508	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:7764-7767	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:7956-7959	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:8517-8520	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:8633-8636	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:8831-8834	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:8900-8903	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:9153-9156	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:9501-9504	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:9749-9752	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:10018-10021	NIL	PER
Roof	ENG_NW_001382_20150619_F0010004V:10727-10730	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:1102-1105	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:1150-1153	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:1548-1551	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2492-2495	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2591-2594	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2706-2709	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2740-2743	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2861-2864	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:2952-2955	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:3018-3021	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:3473-3476	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:3957-3960	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:3991-3994	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:4172-4175	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:4411-4414	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:4487-4490	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:4779-4782	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:4996-4999	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:5016-5019	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:5099-5102	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:5796-5799	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:5818-5821	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:6055-6058	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:6198-6201	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:6226-6229	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:6298-6301	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:6844-6847	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:7038-7041	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:7134-7137	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:7544-7547	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:7882-7885	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:10361-10364	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:10699-10702	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:11683-11686	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:11785-11788	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:12457-12460	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:12470-12473	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:13251-13254	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:13333-13336	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:13529-13532	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:13800-13803	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:13979-13982	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:14551-14554	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:14704-14707	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:15181-15184	NIL	PER
Roof	ENG_NW_001432_20150627_F0010006K:15655-15658	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:709-712	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:852-855	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:943-946	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1189-1192	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1313-1316	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1447-1450	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1621-1624	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1895-1898	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:1930-1933	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:2361-2364	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:3269-3272	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:3309-3312	NIL	PER
Roof	ENG_NW_001420_20150714_F00100068:3486-3489	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:389-392	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:703-706	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:1180-1183	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:1777-1780	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:2317-2320	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:2649-2652	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:3356-3359	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:3402-3405	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:3530-3533	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:3786-3789	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:4120-4123	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:4246-4249	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:4612-4615	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:5321-5324	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:5764-5767	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:5874-5877	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:5960-5963	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:6183-6186	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:6370-6373	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:6637-6640	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:6809-6812	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:7020-7023	NIL	PER
Roof	ENG_NW_001390_20150627_F00100053:7104-7107	NIL	PER
Roof	ENG_NW_001433_20150716_F0010006M:613-616	NIL	PER
Roof	ENG_NW_001433_20150716_F0010006M:1092-1095	NIL	PER
Roof	ENG_NW_001433_20150716_F0010006M:1528-1531	NIL	PER
Roof	ENG_NW_001433_20150716_F0010006M:1645-1648	NIL	PER
Roof	ENG_NW_001433_20150716_F0010006M:2082-2085	NIL	PER
Roof	ENG_DF_001466_20150714_F001000CM:806-809	NIL	PER
Roof	ENG_DF_001466_20150714_F001000CM:5965-5968	NIL	PER
Roof	ENG_DF_001466_20150714_F001000CM:6154-6157	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:1055-1058	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:1090-1093	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:1420-1423	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:1734-1737	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:1971-1974	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:2031-2034	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:2162-2165	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:2327-2330	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:2475-2478	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3030-3033	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3269-3272	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3584-3587	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3754-3757	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3901-3904	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:3955-3958	NIL	PER
Roof	ENG_DF_001469_20150710_F001000CY:4032-4035	NIL	PER
Roof	ENG_DF_000261_20150620_F0010008K:9474-9477	NIL	PER
Roof	ENG_DF_000261_20150620_F0010008K:10851-10854	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:1862-1865	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:2198-2201	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:3862-3865	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:6111-6114	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:9176-9179	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:9833-9836	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:9996-9999	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:10014-10017	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:10273-10276	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:12324-12327	NIL	PER
Roof	ENG_DF_001220_20150621_F00100088:15224-15227	NIL	PER
Roof	ENG_NW_001393_20150702_F00100056:1998-2001	NIL	PER
Roof	ENG_DF_001485_20150710_F0010008J:2765-2768	NIL	PER
Roof	ENG_DF_001485_20150710_F0010008J:2906-2909	NIL	PER
Roof	ENG_DF_001468_20150710_F001000CR:11449-11452	NIL	PER
Roof	ENG_DF_001468_20150710_F001000CR:12596-12599	NIL	PER
Roof	ENG_NW_001417_20150622_F00100071:6477-6480	NIL	PER
Roof	ENG_NW_001417_20150622_F00100071:7085-7088	NIL	PER
roof	ENG_DF_001206_20150624_F001000CN:9875-9878	NIL	PER
roof	ENG_DF_001206_20150624_F001000CN:12740-12743	NIL	PER
roof	ENG_NW_001414_20150428_F00100060:1695-1698	NIL	PER
roof	ENG_NW_001024_20150107_F0010005O:7329-7332	NIL	PER
roof	ENG_DF_001495_20150204_F0010008F:23962-23965	NIL	PER
Nixon	ENG_DF_000380_20150624_F0010008G:4683-4687	m.06c97	PER
Nixon	ENG_DF_001499_20130609_F0010008Q:2036-2040	m.06c97	PER
London	ENG_DF_001206_20150601_F001000CP:2690-2695	m.04jpl	GPE
London	ENG_DF_001206_20150601_F001000CP:2988-2993	m.04jpl	GPE
London	ENG_DF_001206_20150601_F001000CP:4771-4776	m.04jpl	GPE
London	ENG_NW_001387_20150626_F00100050:5257-5262	m.04jpl	GPE
London	ENG_NW_001421_20150804_F00100069:2530-2535	m.04jpl	GPE
London	ENG_NW_001041_20150427_F00100063:4971-4976	m.04jpl	GPE
London	ENG_NW_001024_20150107_F0010005O:5015-5020	m.04jpl	GPE
London	ENG_DF_001484_20150630_F0010008N:5599-5604	m.04jpl	GPE
Libyan	ENG_DF_001483_20150626_F001000DU:12079-12084	m.04gqr	GPE
Maryland	ENG_NW_001041_20150427_F00100063:2110-2117	m.04rrd	GPE
Maryland	ENG_NW_001041_20150427_F00100063:3976-3983	m.04rrd	GPE
Maryland	ENG_NW_001041_20150427_F00100063:4488-4495	m.04rrd	GPE
Maryland	ENG_NW_001041_20150427_F00100063:4892-4899	m.04rrd	GPE
Maryland	ENG_NW_001041_20150427_F00100063:6816-6823	m.04rrd	GPE
Maryland	ENG_DF_001477_20150709_F001000DA:5867-5874	m.04rrd	GPE
Maryland	ENG_DF_001477_20150709_F001000DA:6376-6383	m.04rrd	GPE
Maryland	ENG_NW_001439_20150622_F0010006U:1276-1283	m.04rrd	GPE
Maryland	ENG_NW_001439_20150622_F0010006U:1899-1906	m.04rrd	GPE
Maryland	ENG_NW_001418_20150428_F00100065:664-671	m.04rrd	GPE
Maryland	ENG_NW_001418_20150428_F00100065:5214-5221	m.04rrd	GPE
Maryland	ENG_NW_001425_20150606_F0010006D:868-875	m.04rrd	GPE
Maryland	ENG_NW_001379_20150428_F0010004S:683-690	m.04rrd	GPE
Maryland	ENG_NW_001379_20150428_F0010004S:1893-1900	m.04rrd	GPE
Maryland	ENG_DF_000261_20150428_F00100089:307-314	m.04rrd	GPE
Maryland	ENG_DF_000261_20150428_F00100089:393-400	m.04rrd	GPE
Maryland	ENG_DF_001476_20150428_F001000D9:264-271	m.04rrd	GPE
Maryland	ENG_DF_001476_20150428_F001000D9:1610-1617	m.04rrd	GPE
Maryland	ENG_NW_001437_20150426_F0010006R:3074-3081	m.04rrd	GPE
Maryland	ENG_DF_000367_20150408_F001000CK:7854-7861	m.04rrd	GPE
Chicago	ENG_DF_000261_20150428_F00100089:3968-3974	m.01_d4	GPE
Chicago	ENG_DF_000261_20150428_F00100089:5239-5245	m.01_d4	GPE
Chicago	ENG_DF_000261_20150428_F00100089:6587-6593	m.01_d4	GPE
Chicago	ENG_DF_000261_20150428_F00100089:7858-7864	m.01_d4	GPE
Chicago	ENG_DF_000261_20150428_F00100089:10953-10959	m.01_d4	GPE
Chicago	ENG_DF_001206_20150624_F001000CN:1092-1098	m.01_d4	GPE
Chicago	ENG_DF_001206_20150624_F001000CN:1124-1130	m.01_d4	GPE
Chicago	ENG_DF_001206_20150624_F001000CN:3841-3847	m.01_d4	GPE
Chicago	ENG_DF_001206_20150624_F001000CN:21727-21733	m.01_d4	GPE
Chicago	ENG_DF_001485_20150710_F0010008J:1958-1964	m.01_d4	GPE
Chicago	ENG_NW_001379_20150428_F0010004S:3714-3720	m.01_d4	GPE
Chicago	ENG_NW_001041_20150427_F00100063:7552-7558	m.01_d4	GPE
Chicago	ENG_DF_001499_20130609_F0010008Q:20246-20252	m.01_d4	GPE
Chicago	ENG_DF_001499_20130609_F0010008Q:20272-20278	m.01_d4	GPE
Chicago	ENG_DF_001499_20130609_F0010008Q:32491-32497	m.01_d4	GPE
Chicago	ENG_DF_001499_20130609_F0010008Q:32517-32523	m.01_d4	GPE
Spanish	ENG_DF_001222_20150622_F001000DX:2827-2833	m.06mkj	GPE
Spanish	ENG_DF_001222_20150622_F001000DX:5500-5506	m.06mkj	GPE
Spanish	ENG_DF_001222_20150622_F001000DX:6541-6547	m.06mkj	GPE
Spanish	ENG_DF_001222_20150622_F001000DX:7735-7741	m.06mkj	GPE
Spanish	ENG_DF_001222_20150622_F001000DX:11151-11157	m.06mkj	GPE
Spanish	ENG_NW_001410_20150615_F0010005V:2828-2834	m.06mkj	GPE
Spanish	ENG_NW_001410_20150615_F0010005V:7687-7693	m.06mkj	GPE
Spanish	ENG_NW_001389_20150713_F00100052:1599-1605	m.06mkj	GPE
Spanish	ENG_NW_001030_20150715_F0010005Q:3011-3017	m.06mkj	GPE
Spanish	ENG_DF_001471_20150528_F001000D2:8901-8907	m.06mkj	GPE
Spanish	ENG_DF_001471_20150528_F001000D2:9477-9483	m.06mkj	GPE
Spanish	ENG_DF_001471_20150528_F001000D2:10763-10769	m.06mkj	GPE
Spanish	ENG_NW_001410_20150611_F0010005U:6552-6558	m.06mkj	GPE
Spanish	ENG_DF_000380_20150715_F001000CS:13145-13151	m.06mkj	GPE
Spanish	ENG_DF_000380_20150715_F001000CS:17666-17672	m.06mkj	GPE
Spanish	ENG_DF_000259_20150616_F001000CX:1294-1300	m.06mkj	GPE
Gore	ENG_NW_001429_20150622_F0010006H:322-325	m.0d05fv	PER
Gore	ENG_NW_001429_20150622_F0010006H:406-409	m.0d05fv	PER
Gore	ENG_NW_001429_20150622_F0010006H:1970-1973	m.0d05fv	PER
Gore	ENG_NW_001429_20150622_F0010006H:2181-2184	m.0d05fv	PER
Gore	ENG_NW_001429_20150622_F0010006H:2346-2349	m.0d05fv	PER
Gore	ENG_DF_001501_20150623_F0010008Y:2570-2573	m.0d05fv	PER
Gore	ENG_DF_001206_20150624_F001000CN:4079-4082	m.0d05fv	PER
Gore	ENG_DF_001206_20150624_F001000CN:4255-4258	m.0d05fv	PER
Gore	ENG_DF_001206_20150624_F001000CN:5040-5043	m.0d05fv	PER
Gore	ENG_DF_000170_20150505_F00100090:7120-7123	m.0d05fv	PER
Gore	ENG_NW_001398_20150710_F0010005D:3044-3047	m.0d05fv	PER
CNN	ENG_NW_001382_20150619_F0010004V:4247-4249	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:4643-4645	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:7265-7267	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:7386-7388	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:8754-8756	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:9956-9958	m.0gsgr	ORG
CNN	ENG_NW_001382_20150619_F0010004V:10278-10280	m.0gsgr	ORG
CNN	ENG_DF_001230_20150107_F001000DZ:327-329	m.0gsgr	ORG
CNN	ENG_DF_001230_20150107_F001000DZ:493-495	m.0gsgr	ORG
CNN	ENG_DF_001230_20150107_F001000DZ:8780-8782	m.0gsgr	ORG
CNN	ENG_DF_001230_20150107_F001000DZ:9170-9172	m.0gsgr	ORG
CNN	ENG_NW_001438_20150710_F0010006T:4865-4867	m.0gsgr	ORG
CNN	ENG_DF_001467_20150527_F001000CQ:2111-2113	m.0gsgr	ORG
CNN	ENG_DF_000261_20150428_F00100089:12364-12366	m.0gsgr	ORG
CNN	ENG_NW_001432_20150627_F0010006K:4135-4137	m.0gsgr	ORG
CNN	ENG_DF_001490_20150709_F00100087:11911-11913	m.0gsgr	ORG
Nepal	ENG_NW_001441_20150428_F0010006W:269-273	m.016zwt	GPE
Nepal	ENG_NW_001441_20150428_F0010006W:370-374	m.016zwt	GPE
Nepal	ENG_NW_001441_20150428_F0010006W:861-865	m.016zwt	GPE
Nepal	ENG_NW_001441_20150428_F0010006W:1012-1016	m.016zwt	GPE
Nepal	ENG_NW_001441_20150428_F0010006W:1751-1755	m.016zwt	GPE
Nepal	ENG_NW_001412_20150426_F0010005Y:235-239	m.016zwt	GPE
Nepal	ENG_NW_001412_20150426_F0010005Y:335-339	m.016zwt	GPE
Nepal	ENG_NW_001412_20150426_F0010005Y:1164-1168	m.016zwt	GPE
Nepal	ENG_NW_001412_20150426_F0010005Y:1274-1278	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:134-138	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:284-288	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:404-408	m.016zwt	GPE
NEPAL	ENG_DF_001014_20150426_F00100091:771-775	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:1006-1010	m.016zwt	GPE
NEPAL	ENG_DF_001014_20150426_F00100091:1072-1076	m.016zwt	GPE
NEPAL	ENG_DF_001014_20150426_F00100091:1688-1692	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:2236-2240	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:2726-2730	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:2749-2753	m.016zwt	GPE
NEPAL	ENG_DF_001014_20150426_F00100091:3257-3261	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:3805-3809	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:4295-4299	m.016zwt	GPE
Nepal	ENG_DF_001014_20150426_F00100091:4318-4322	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:293-297	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:379-383	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:869-873	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:1408-1412	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:1507-1511	m.016zwt	GPE
Nepal	ENG_NW_001406_20150430_F0010005P:1663-1667	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:242-246	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:364-368	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:697-701	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:852-856	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:1708-1712	m.016zwt	GPE
Nepal	ENG_NW_001430_20150426_F0010006I:2412-2416	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:259-263	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:428-432	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:729-733	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:945-949	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:1776-1780	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:2070-2074	m.016zwt	GPE
Nepal	ENG_NW_001380_20150511_F0010004T:2259-2263	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:278-282	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:372-376	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:1383-1387	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:1885-1889	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:2082-2086	m.016zwt	GPE
Nepal	ENG_NW_001404_20150502_F0010005L:2740-2744	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:121-125	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:863-867	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:1932-1936	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:2389-2393	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:2442-2446	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:2703-2707	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:2756-2760	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:3999-4003	m.016zwt	GPE
Nepal	ENG_DF_001484_20150427_F001000DN:4052-4056	m.016zwt	GPE
Nepal	ENG_NW_001431_20150426_F0010006J:220-224	m.016zwt	GPE
Nepal	ENG_NW_001431_20150426_F0010006J:431-435	m.016zwt	GPE
Nepal	ENG_NW_001431_20150426_F0010006J:1249-1253	m.016zwt	GPE
Nepal	ENG_NW_001431_20150426_F0010006J:1895-1899	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:94-98	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:313-317	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:339-343	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:1074-1078	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:1681-1685	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:2245-2249	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:3316-3320	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:3692-3696	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:3929-3933	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:5000-5004	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:5376-5380	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:5590-5594	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:6284-6288	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:7355-7359	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:7455-7459	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:8211-8215	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:8352-8356	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:9133-9137	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:9224-9228	m.016zwt	GPE
Nepal	ENG_DF_001475_20150425_F001000D8:9388-9392	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:94-98	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:299-303	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:393-397	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:532-536	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:682-686	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:819-823	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:2309-2313	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:3430-3434	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:4335-4339	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:7888-7892	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:8677-8681	m.016zwt	GPE
Nepal	ENG_DF_001237_20150502_F0010008P:8781-8785	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:120-124	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:733-737	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:2952-2956	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:4348-4352	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:4822-4826	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:5024-5028	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:5685-5689	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:6066-6070	m.016zwt	GPE
Nepal	ENG_DF_001483_20150425_F001000DM:7217-7221	m.016zwt	GPE
